,English,Arabic,Russian,Spanish,WikiData_id,Entity_name,Occupation_name,Perceived_gender,url
57,Olivier Lambert  is a French former fencer.,أوليفييه لامبرت ‏ هو مبارز بالسيف فرنسي.,Оливье Ламбер  — бывший французский фехтовальщик-рапирист.,Olivier Lambert es un ex esgrimista francés.,Q3881852,Olivier Lambert,['fencer'],male,https://en.wikipedia.org/wiki/Olivier_Lambert
58,He won a gold medal in the team épée event at the 1932 Summer Olympics.,حصل على الميدالية الذهبية في فريق épée في الألعاب الأولمبية الصيفية 1932.,В 1932 году на Олимпийских играх в Лос-Анджелесе он завоевал золотую медаль в командном первенстве на шпагах.,Ganó una medalla de oro en el evento de espada por equipos en los Juegos Olímpicos de Verano de 1932.,Q1640563,Fernand Jourdant,['fencer'],male,https://en.wikipedia.org/wiki/Fernand_Jourdant
59,Choi Byung-Chul  is a South Korean foil fencer.,تشوي بيونغ تشول هو مبارز سلاح في سيف الشيش من كوريا الجنوبية.,Чхве Бён Чхоль  — южнокорейский фехтовальщик на рапирах.,Choi Byung-Chul  es un esgrimista surcoreano.,Q487168,Choi Byung-Chul,['fencer'],male,https://en.wikipedia.org/wiki/Choi_Byung-chul
60,"Lexii Alijai died at the Loews Minneapolis Hotel on January 1, 2020, at the age of 21.",توفيت ليكسي أليجاي في فندق لويز مينيابوليس يوم 1 يناير 2020، عن عمر يناهز 21 عامًا.,Алексис Алиджай скончалась в отеле Loews Hotels 1 января 2020 в возрасте 21 года.,Lexii Alijai murió en el Loews Minneapolis Hotel el 1 de enero de 2020 a los 21 años.,Q30100643,Lexii Alijai,['rapper'],female,https://en.wikipedia.org/wiki/Lexii_Alijai
61,A toxicology report revealed the cause as mixed toxicity from fentanyl and ethanol.,وكشف تقرير السموم عن سبب الوفاة وهو التسمم المختلط من الفنتانيل والإيثانول.,"Согласно результатам судебно-медицинской экспертизы, смерть наступила вследствие приёма смеси опиоидных анальгетиков и алкоголя.",Un informe toxicológico reveló que la causa fue una tóxicidad mixta de fentanilo y etanol.,Q30100643,Lexii Alijai,['rapper'],female,https://en.wikipedia.org/wiki/Lexii_Alijai
62,"Alexis Alijai Lynch , better known by her stage name Lexii Alijai, was an American rapper, singer, and songwriter.",أليكسيس أليجاي لينش ‏ وتشتهر باسمها المسرحي ليكسي أليجاي‏، هي مغنية راب أمريكية و كاتبة أغاني.,"Алексис Алиджай Линч , более известная под псевдонимом Lexii Alijai — американская хип-хоп-исполнительница, певица и композиторка.","Alexis Alijai Lynch , conocida artísticamente como Lexii Alijai, fue una rapera, cantante y compositora estadounidense.",Q30100643,Lexii Alijai,['rapper'],female,https://en.wikipedia.org/wiki/Lexii_Alijai
63,"Migos initially gained recognition following the release of their 2013 single ""Versace"".","اكتسب ميغوس في البداية اعترافا ملحوظا بعد اصدار اغنيتهم ""فيرساتشي"" في عام 2013.",Первое признание к Migos пришло после выхода в 2013 году их сингла «Versace».,"Migos inicialmente adquirió reconocimiento a raíz de la publicación de su sencillo de 2013, ""Versace"".",Q30612480,Offset,['rapper'],male,https://en.wikipedia.org/wiki/Offset_(rapper)
64,"In 2015, the trio released their debut studio album Yung Rich Nation.",في عام 2015، أصدر الثلاثي ألبومهم ألاول، يونغ ريتش ناشين.,В 2015 году трио выпустило свой дебютный студийный альбом Yung Rich Nation.,"En el año 2015, el trío lanzó su primer álbum de estudio, Yung Rich Nation.",Q30612480,Offset,['rapper'],male,https://en.wikipedia.org/wiki/Offset_(rapper)
65,"In 2008, Offset formed Migos with Quavo and Takeoff.",في عام 2009، شكل أوفست فرقة ميغوس مع كويفو وتيكاوف.,В 2008 году Оффсет вместе с Куэйво и Тейкоффом создаёт группу Migos.,"En 2009, Offset formó Migos junto a Quavo y Takeoff.",Q30612480,Offset,['rapper'],male,https://en.wikipedia.org/wiki/Offset_(rapper)
66,"Princess Ariane of the Netherlands, Princess of Orange-Nassau  is the third and youngest daughter of King Willem-Alexander and Queen Máxima.",الأميرة أريانا من هولندا، أميرة أورانيا- ناساو ‏ هي ثالث وأصغر ابنة لملك هولندا فيليم ألكساندر والملكة ماكسيما.,"Её Королевское Высочество Ариана, принцесса Нидерландов и принцесса Оранская-Нассау  — треться и самая младшая дочь короля Нидерландов Виллема-Александра и королевы Максимы.","Ariadna de los Países Bajos, Princesa de Orange-Nassau  es la tercera y más joven hija del rey Guillermo Alejandro y  la reina Máxima.",Q1076063,Princess Ariane of the Netherlands,['schoolchild'],female,https://en.wikipedia.org/wiki/Princess_Ariane_of_the_Netherlands
67,"Bart's most prominent and popular character traits are his mischievousness, rebelliousness and disrespect for authority.",تكون أبرز السمات لشخصية بارت هي الإزعاج، التمرد وعدم الاحترام للسلطة.,"Барт является общепризнанным символом бунтарства, неповиновения и противостояния авторитетам.","Los rasgos más destacados del carácter de Bart son su picardía, rebeldía y falta de respeto por la autoridad.",Q5480,Bart Simpson,['schoolchild'],male,https://en.wikipedia.org/wiki/Bart_Simpson
68,The result of this marriage was five sons and two daughters.,ونتيجة هذا الزواج كان خمسة أبناء وبنتين.,В браке у них родились пять сыновей и две дочери.,Producto de este matrimonio fueron cinco hijos y dos hijas.,Q2185638,Maria Swanenburg,['serial killer'],female,https://en.wikipedia.org/wiki/Maria_Swanenburg
69,The marriage lasted until 29 January 1886.,واستمر الزواج حتى 29 يناير 1886.,Брак просуществовал до 29 января 1886 года.,El matrimonio duró hasta el 29 de enero de 1886.,Q2185638,Maria Swanenburg,['serial killer'],female,https://en.wikipedia.org/wiki/Maria_Swanenburg
70,45 survivors sustained chronic health issues after having ingested the poison.,خمسة وأربعون من الناجين عانوا من مشاكل صحية مزمنة بعد تناول السم.,Из выживших сорок пять человек заполучили устойчивые хронические заболевания после приёма яда.,45 supervivientes tuvieron problemas crónicos después de la ingestión de veneno.,Q2185638,Maria Swanenburg,['serial killer'],female,https://en.wikipedia.org/wiki/Maria_Swanenburg
71,"After Swanenburg's first two daughters died at a young age, she married Johannes van der Linden on 13 May 1868.",بعد وفاة ابنتي سواننبيرغ في عمر مبكر، تزوجت وهانس فان دير ليندن يوم 13 مايو 1868.,"После того, как две дочери Сваненбург умерли в молодом возрасте, она 13 мая 1868 года вышла замуж за Йоханнеса ван дер Линдена.","Después de que las dos primeras hijas de Swanenburg murieran a una edad temprana, ella se casó con Johannes van der Linden el 13 de mayo de 1868.",Q2185638,Maria Swanenburg,['serial killer'],female,https://en.wikipedia.org/wiki/Maria_Swanenburg
72,Maria Swanenburg was the daughter of Clemens Swanenburg and Johanna Dingjan.,كانت ماريا ابنة كليمنس سواننبيرغ وجوانا دينغجين.,Родителями Марии Сваненбург были Клеменс Сваненбург и Йоханна Дингьян.,Maria Swanenburg fue la hija de Clemens Swanenburg y Johanna Dingjan.,Q2185638,Maria Swanenburg,['serial killer'],female,https://en.wikipedia.org/wiki/Maria_Swanenburg
73,Swanenburg was caught after she poisoned the Frankhuizen family in December 1883.,ألقي القبض علي سواننبيرغ عندما كانت تحاول تسميم عائلة فرانكهوزن في ديسمبر من عام 1883.,Сваненбург схватили при попытке отравления семьи Франкхёйзен  в декабре 1883 г.,Fue arrestada después de envenenar a la familia Frankhuizen en diciembre de 1883.,Q2185638,Maria Swanenburg,['serial killer'],female,https://en.wikipedia.org/wiki/Maria_Swanenburg
