,English,Swahili,Wikidata,entity_name,occupation_name,gender,url
91,She has received lifetime achievement awards from the American Women in Radio and Television and National Association of Black Journalists.,Amepokea tuzo za mafanikio ya maisha kutoka kwa Wanawake wa Amerika katika Redio na Televisheni na Chama cha Kitaifa cha Wanahabari Weusi.,Q4884845,Belva Davis,autobiographer,female,https://en.wikipedia.org/wiki/Belva_Davis
92,"Davis accepted a freelance assignment in 1957 for Jet, a magazine focusing on African American issues, and became a stringer for the publication.","Davis alikubali kazi ya kujitegemea mnamo mwaka 1957 katika jarida la Jet,jarida linalozingatia maswala ya wamerakani weusi, na likawa la kwanza kwa uchapishaji.",Q4884845,Belva Davis,autobiographer,female,https://en.wikipedia.org/wiki/Belva_Davis
93,"When she was eight years old, Belva and her family, including aunts and cousins, moved to a two-bedroom apartment in the West Oakland neighborhood of Oakland, California.","Alipokuwa na umri wa miaka nane, Belva na familia yake, ikiwa ni pamoja na shangazi na binamu, walihamia kwenye nyumba ya vyumba viwili huko Oakland Magharibi kitongoji cha karibu na Oakland, California",Q4884845,Belva Davis,autobiographer,female,https://en.wikipedia.org/wiki/Belva_Davis
94,She has won eight Emmy Awards and been recognized by the American Women in Radio and Television and National Association of Black Journalists.,Ameshinda tuzo nane na ametambuliwa na Wanawake wa Amerika katika Redio na Televisheni na Chama cha Kitaifa cha Wanahabari Weusi.,Q4884845,Belva Davis,autobiographer,female,https://en.wikipedia.org/wiki/Belva_Davis
95,It was written and directed by Jason Young.,Iliandikwa na kuongozwa na Jason Young.,Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
96,"The young man worked for the minister's widow, and subsequently their orphans, but all died within four years.","Kijana huyo alifanya kazi kwa mjane wa waziri, na baadaye watoto wao yatima, lakini wote walikufa ndani ya miaka minne.",Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
97,She already had a child and bore him at least two more.,Tayari alikuwa na mtoto na akamzalia wengine wawili.,Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
98,Actors Grahame Edwards and Sarah Hannah voice the two leads.,Waigizaji Grahame Edwards na Sarah Hannah wanaongoza sauti hizo mbili.,Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
99,"He published the short story ""Annals of an Afro-Briton.""","Alichapisha hadithi fupi ""Annals of a Afro-Briton.""",Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
100,He said that he was doted on as the grandson of the king of Zaara.,Alisema kwamba alipigiwa kura kama mjukuu wa mfalme wa Zaara.,Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
101,"She lost her job because of the financial depression and industrial unrest, and moved to Colchester.","Alipoteza kazi kwa sababu ya hali ya chini ya kifedha na machafuko ya viwandani, na kuhamia Colchester.",Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
102,"At around the same time, Gronniosaw received a letter and a charitable donation from Hastings herself.","Wakati huo huo, Gronniosaw alipokea barua na mchango wa hisani kutoka kwa Hastings mwenyewe.",Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
103,"After pawning all their possessions, the family moved to Kidderminster, where Betty supported them by working again as a weaver.","Baada ya kuuza mali zao zote, familia ilihamia Kidderminster, ambapo Betty aliwasaidia kwa kufanya kazi tena kama mfumaji.",Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
104,"Moving to Norwich, Gronniosaw and his family again fell on hard times, as the building trades were largely seasonal.","Kuhamia Norwich, Gronniosaw na familia yake waliangukia katika wakati mgumu tena, kwani biashara za ujenzi zilikuwa za msimu.",Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
105,Gronniosaw's autobiography was produced in Kidderminster in 1772.,Wasifu wa Gronniosaw ulitengenezwa huko Kidderminster mnamo mwaka 1772.,Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
106,"There they were saved from starvation by Osgood Hanbury , who employed Gronniosaw in building work.","Huko walisaidiwa kutoka kwenye janga la njaa na Osgood Hanbury , ambaye alimuajiri Gronniosaw katika kazi ya ujenzi.",Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
107,"He served in Martinique and Cuba, before obtaining his discharge and sailing to England.","Alihudumu Martinique na Cuba, kabla ya kupata kuruhusiwa na kusafiri kwa meli kwenda Uingereza.",Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
108,"Gronniosaw said in his autobiography that he wanted to return to his family in Africa, but Frelinghuysen denied this request and told him to focus on the Christian faith.","Gronniosaw alisema katika wasifu wake kwamba anataka kurudi katika familia yake barani Afrika, lakini Frelinghuysen alikataa ombi hili na kumwambia azingatie imani ya Kikristo.",Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
109,"At first he settled in Portsmouth, but, when his landlady swindled him out of most of his savings, was forced to seek his fortune in London.","Mwanzoni alikaa Portsmouth, lakini, wakati mama yake mwenye nyumba alipomlaghai kutoa pesa zake nyingi, alilazimika kutafuta utajiri wake London.",Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
110,"The title page explains that it was ""committed to paper by the elegant pen of a young LADY of the town of LEOMINSTER.""","kichwa cha ukurasa kinaelezea kwamba ""iliandikwa kwenye karatasi kwa kalamu ya kifahari ya binti mdogo wa mji wa LEOMINSTER.""",Q3547868,Ukawsaw Gronniosaw,autobiographer,male,https://en.wikipedia.org/wiki/Ukawsaw_Gronniosaw
207,Simpson is a cousin of sportswriter and ESPN commentator Michael Wilbon.,Simpson ni binamu yake mwandishi wa habari za michezo na mtangazaji wa ESPN anayeitwa Michael Wilbon.,Q5044733,Carole Simpson,autobiographer,female,https://en.wikipedia.org/wiki/Carole_Simpson
208,"She joined ABC News in 1982, and was an anchor for the weekend edition of World News Tonight from 1988 until October 2003.","Alijiunga na Habari za ABC mnamo 1982, na alikuwa akitangaza Habari za Ulimwenguni Leo ""kutoka 1988 hadi Oktoba 2003.",Q5044733,Carole Simpson,autobiographer,female,https://en.wikipedia.org/wiki/Carole_Simpson
209,"Simpson, a graduate of the University of Michigan, began her career on radio at WCFL in Chicago, Illinois, and was later hired at WBBM.","Simpson, mhitimu wa Chuo Kikuu cha Michigan, alianza kazi yake kwenye redio huko WCFL nchini Chicago, Illinois, na baadaye aliajiriwa kwenye kituo cha WBBM .",Q5044733,Carole Simpson,autobiographer,female,https://en.wikipedia.org/wiki/Carole_Simpson
210,"She moved to television at Chicago's WMAQ and onto NBC News in 1975, becoming the first African-American woman to anchor a major network newscast.","Alihamia utangazaji wa runinga huko Chicago WMAQ-TV na kuingia NBC News mnamo 1975, akiwa mwanamke Mnegro wa kwanza kutia nanga kwenye habari kuu za mtandao.",Q5044733,Carole Simpson,autobiographer,female,https://en.wikipedia.org/wiki/Carole_Simpson
211,"John Gould Fletcher  was an Imagist poet , author and authority on modern painting.",John Gould Fletcher alikuwa mwandishi na mhakiki wa uchoraji kutoka nchi ya Marekani.,Q3444832,John Gould Fletcher,autobiographer,male,https://en.wikipedia.org/wiki/John_Gould_Fletcher
212,"On January 18, 1936, Fletcher married a noted author of children's books, Charlie May Simon.","januari mwaka wa 1936 Flecher alimwoa Charlie May Simon, mwandishi maarufu wa vitabu vya watoto.",Q3444832,John Gould Fletcher,autobiographer,male,https://en.wikipedia.org/wiki/John_Gould_Fletcher
213,"Fletcher suffered from depression, and on May 10, 1950, committed suicide by drowning himself in a pond near his home in Little Rock, Arkansas.","Fletcher alipatwa na unyogovu mara nyingi hadi kulazwa hospitalini, akajiua tarehe 10 Mei, 1950 nyumbani kwake mjini Little Rock.",Q3444832,John Gould Fletcher,autobiographer,male,https://en.wikipedia.org/wiki/John_Gould_Fletcher
214,"Fletcher resumed a liaison with Florence Emily ""Daisy"" Arbuthnot  at her house in Kent.","Mwaka wa 1916 Fletcher alimwoa mke wake wa kwanza, Florence Emily âDaisyâ Arbuthnot, nyumbani kwake huko Kent",Q3444832,John Gould Fletcher,autobiographer,male,https://en.wikipedia.org/wiki/John_Gould_Fletcher
399,Steafel was married to actor and comedian Harry H. Corbett from October 1958 until August 1964.,Steafel alikuwa ameolewa na muigizaji na mchekeshaji Harry H. Corbett kutoka Oktoba 1958 hadi Agosti 1964.,Q7493149,Sheila Steafel,autobiographer,female,https://en.wikipedia.org/wiki/Sheila_Steafel
400,"Sheila Frances Steafel  was a British actress, who was born in Johannesburg, but lived all her adult life in the United Kingdom.","Sheila Frances Steafel alikuwa mwigizaji wa Uingereza, ambaye alizaliwa Johannesburg, lakini aliishi maisha yake yote ya utu uzima nchini Uingereza.",Q7493149,Sheila Steafel,autobiographer,female,https://en.wikipedia.org/wiki/Sheila_Steafel
401,"In 2012, Steafel published a collection of real life short stories under the title Bastards.","Mnamo mwaka wa 2012, Steafel alichapisha mkusanyiko wa hadithi fupi za maisha halisi chini ya kichwa ""Bastards"".",Q7493149,Sheila Steafel,autobiographer,female,https://en.wikipedia.org/wiki/Sheila_Steafel
402,In February 2018 she appeared in the daytime comedy drama Shakespeare & Hathaway: Private Investigators Episode 2 as care home resident Dora Bentley.,Mnamo Februari 2018 alionekana kwenye mchezo wa kuigiza wa mchana Shakespeare & Hathaway: Private Investigators Sehemu ya 2 kama mkazi wa nyumba ya utunzaji ya Dora Bentley.,Q7493149,Sheila Steafel,autobiographer,female,https://en.wikipedia.org/wiki/Sheila_Steafel
403,"Her film appearances included Daleks' Invasion Earth 2150 A.D. , Just like a Woman , Quatermass and the Pit , Baby Love , Otley , Goodbye, Mr. Chips , The Smashing Bird I Used to Know , Some Will, Some Won't , Tropic of Cancer , Percy , Melody , Digby, the Biggest Dog in the World , All I Want Is You... and You... and You... , Never Too Young to Rock , Are You Being Served?","Maonyesho yake ya filamu ni pamoja na Daleks 'Invasion Earth 2150 AD ya mwaka 1966,Just like a Woman ya mwaka 1967,Quatermass and the Pit ya mwaka 1967, Baby Love ya mwaka 1968, Otley filamu ya mwaka 1968,Goodbye, Mr. Chips filamu ya mwaka 1969,The Smashing Bird I Used to Know ya mwaka 1969,Some Will, Some Won't ya mwaka 1970 akishirikiana na mwigizaji mwenza aliyekuwa mumewe Wilfrid Brambell,Tropic of Cancerya mwaka 1970 alionekana kama Tania,Percy ya mwaka 1971, Melody filamu ya mwaka 1971,Digby, the Biggest Dog in the World ya mwaka 1973, All I Want Is You ... and You ... and You .. .",Q7493149,Sheila Steafel,autobiographer,female,https://en.wikipedia.org/wiki/Sheila_Steafel
404,"She appeared in many television series, including The Frost Report, Z-Cars, Sykes, Dave Allen at Large, The Kenny Everett Television Show, Minder, The Ghosts of Motley Hall, Oh Brother!","Steafel alifundishwa katika shule ya sanaa ya maigizo ya Webber Douglas Academy of Dramatic Art,.Alionekana katika safu nyingi za runinga, pamoja na The Frost Report, Z-Cars,Sykes mfululuzi wa maigizo ya televisheni,Dave Allen kipindi cha vichekesho kwenye televisheni,Kenny Everett#maonyesho ya televisheni ya BBC mnamo mwaka 1981 hadi mwaka 1987,Minder mfululizo wa vipindi kwenye televisheni,The Ghosts of Motley Hall,Oh Brother!",Q7493149,Sheila Steafel,autobiographer,female,https://en.wikipedia.org/wiki/Sheila_Steafel
405,"In 1979 she starred in the West End stage production of A Day in Hollywood/A Night in the Ukraine in a number of roles, including that of Harpo Marx.","Mnamo mwaka 1979 aliigiza katika West End utengenezaji wa jukwaa la A Day in Hollywood / A Night in the Ukraine katika majukumu kadhaa, pamoja na yale ya Harpo Marx..Mnamo 2008, alionyeshwa na Zoe Tapper katika kipindi cha televisheni cha BBC cha The Curse of Steptoe.",Q7493149,Sheila Steafel,autobiographer,female,https://en.wikipedia.org/wiki/Sheila_Steafel
406,"Van der Post knew that the South African Secret Police were aware that he was paying money to Paton, but could not stop it by legal procedures.","Van der Post alijua kuwa Majeshi ya Kijasusi ya Afrika Kusini yalijua kuwa alikuwa akimlipa fedha Paton, lakini haingeweza kukomesha shughuli hiyo kupitia njia halali za kisheria.",Q361623,Alan Paton,autobiographer,male,https://en.wikipedia.org/wiki/Alan_Paton
407,It was not returned to him for ten years.,Pasipoti hiyo ilirudishwa tuu baada ya miaka kumi.,Q361623,Alan Paton,autobiographer,male,https://en.wikipedia.org/wiki/Alan_Paton
408,He is honoured at the Hall of Freedom of the Liberal International organisation.,Anakumbukwa katika eno la Uhuru la Shirika la Uhuru la Kimataifa.,Q361623,Alan Paton,autobiographer,male,https://en.wikipedia.org/wiki/Alan_Paton
409,"Paton's writer colleague Laurens van der Post, who had moved to England in the 1930s, helped the party in many ways.","Rafiki ya Paton aliyekuwa mwandishi Laurens van der Post, aliyekuwa amehamia Uingereza katika miaka ya 1930, alikisaidia chama kwa njia nyingi.",Q361623,Alan Paton,autobiographer,male,https://en.wikipedia.org/wiki/Alan_Paton
410,Men who showed great trustworthiness would be permitted to work outside the compound.,Wavulana walioonyesha kiwango kikubwa cha uaminifu waliruhusiwa kufanya kazi nje ya ardhi ya shule.,Q361623,Alan Paton,autobiographer,male,https://en.wikipedia.org/wiki/Alan_Paton
411,"Ah, but Your Land is Beautiful was built on parallel life stories, letters, speeches, news and records in legal proceedings, and mixed fictional and real-life characters, such as Donald Molteno, Albert Luthuli and Hendrik Verwoerd.","Ah, lakini nchi yako ni nzuri ilikuwa na msingi wake katika hadithi za maisha, barua, hotuba, habari na rekodi za kesi za kisheria, na wahusika wa kubuni na wa kweli kama vile Albert Luthuli na Hendrik Verwoerd.",Q361623,Alan Paton,autobiographer,male,https://en.wikipedia.org/wiki/Alan_Paton
412,"There are other Afrikaners, too, who are led by their consciences and not by rules, and regulations promulgated by a faceless, monolithic parliament.""","Kuna Waafrikana wengine pia wanaaongozwa na na nia yao na si sheria, na kanuni zinazotolewa na bunge lisilokuwa na uso na lenye kushikilia mtazamo mmoja tu.""",Q361623,Alan Paton,autobiographer,male,https://en.wikipedia.org/wiki/Alan_Paton
538,"Eudora Alice Welty  was an American short story writer, novelist and photographer, who wrote about the American South.",Eudora Alice Welty alikuwa mwandishi wa kike kutoka nchi ya Marekani.,Q259364,Eudora Welty,autobiographer,female,https://en.wikipedia.org/wiki/Eudora_Welty
539,"Two years later, she received the Pulitzer Prize for Fiction for her novel The Optimist's Daughter.","Mwaka wa 1973, alipokea Tuzo ya Pulitzer ya Bunilizi kwa riwaya yake The Optimist's Daughter.",Q259364,Eudora Welty,autobiographer,female,https://en.wikipedia.org/wiki/Eudora_Welty
540,She then trained as a social worker .,Alikuwa mwalimu wa shule ya msingi na kuifanyia kazi mambo ya jamii.,Q3671997,Ellen Kuzwayo,autobiographer,female,https://en.wikipedia.org/wiki/Ellen_Kuzwayo
541,"Nnoseng Ellen Kate Kuzwayo  was a women's rights activist and politician in South Africa, and was a teacher from 1938 to 1952.","Nnoseng Ellen Kuzwayo alikuwa mwanaharakati wa haki za wanawake na mwanasiasa wa Afrika Kusini, pia alikua mwalimu kati ya miaka 1938 hadi 1952",Q3671997,Ellen Kuzwayo,autobiographer,female,https://en.wikipedia.org/wiki/Ellen_Kuzwayo
542,"In 1999, Hepburn was named by the American Film Institute the greatest female star of classic Hollywood cinema.","Mwaka 1999, Hepburn aliitwa na Taasisi ya Filamu ya Marekani kama nyota kubwa zaidi ya kike ya Classic Hollywood Cinema.",Q56016,Katharine Hepburn,autobiographer,female,https://en.wikipedia.org/wiki/Katharine_Hepburn
543,"Katharine Houghton Hepburn  was an American actress of film, stage, and television.",Katharine Hepburn alikuwa mwigizaji wa filamu wa Marekani.,Q56016,Katharine Hepburn,autobiographer,female,https://en.wikipedia.org/wiki/Katharine_Hepburn
544,"Her work came in a range of genres, from screwball comedy to literary drama, and she received four Academy Awards for Best Actressâa record for any performer.","Alionekana katika aina nyingi za muziki, kutoka kwenye komedi screwball, na alipokea tuzo nne kwa kuwa ni mwigizaji bora.",Q56016,Katharine Hepburn,autobiographer,female,https://en.wikipedia.org/wiki/Katharine_Hepburn
